ImagePath,Type
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025073.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031071.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027553.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029089.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024398.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031791.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034110.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027579.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030222.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030457.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027427.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033492.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027273.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031648.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033481.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033996.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029576.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028151.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034017.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028366.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026726.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032133.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034063.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033815.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026054.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027026.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025034.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032631.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028721.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029098.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033582.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026464.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029710.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028838.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034252.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028892.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033024.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033641.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025686.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030523.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031798.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030588.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031778.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026890.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025249.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030781.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033907.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026907.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027838.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029116.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030007.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032393.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034092.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033651.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029753.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025097.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030843.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032362.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027972.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032052.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024784.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026220.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024560.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032508.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029823.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032727.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028975.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026804.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025974.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031199.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025977.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033327.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026790.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032371.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032853.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026140.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028402.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029197.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026546.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032019.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032448.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031623.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033542.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026876.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030020.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030166.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026710.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031036.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030497.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027891.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033267.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029147.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025348.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026397.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027765.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029243.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031708.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031213.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025922.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031839.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027679.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029148.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028979.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028521.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028731.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031755.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029020.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025354.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026387.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029248.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028920.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031173.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026421.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033710.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034227.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029532.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030016.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031331.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027725.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030778.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029061.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024576.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024892.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025201.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027402.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026983.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026754.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033096.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029354.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027515.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027562.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031188.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032586.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029782.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033529.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027570.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028468.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024609.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032263.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026161.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029160.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030883.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034180.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033442.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028079.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030119.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028815.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030134.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032910.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029163.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029655.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033801.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033545.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028352.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030249.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027077.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032970.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034250.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028159.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026269.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031233.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029454.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028246.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031201.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033361.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029688.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027211.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024307.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031948.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026528.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031151.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025422.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030221.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025739.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026087.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028399.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031659.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028273.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028013.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029353.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024673.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025602.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028922.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031274.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031329.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032992.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034149.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026089.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032877.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024506.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028513.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025565.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033351.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025102.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031692.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030062.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033809.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024588.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033306.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033581.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025755.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028119.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029521.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029119.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026749.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026584.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032465.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026373.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031376.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024995.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027874.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032725.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032622.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031744.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032795.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026913.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025054.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029911.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024822.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024910.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024539.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028566.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028235.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032827.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026778.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031607.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027778.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027787.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025811.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026728.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025376.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032110.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032844.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031686.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029413.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033174.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031016.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030207.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031792.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027187.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028649.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028327.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025074.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028053.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029865.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027316.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028666.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025925.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029794.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029530.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030641.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028556.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025645.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025341.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034232.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029382.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030598.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030704.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029884.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030776.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026077.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031848.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028104.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028011.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031316.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029106.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027525.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028414.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027524.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028821.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033667.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033882.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031076.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027542.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029450.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030537.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028278.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024950.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033933.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032179.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025594.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027224.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027839.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029453.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033201.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025130.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031439.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030278.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030770.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033011.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028001.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033524.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026227.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026866.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034146.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032805.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030967.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027948.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029821.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032442.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030850.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025761.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032104.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028160.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024368.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026000.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027491.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027320.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033063.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032147.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027534.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027055.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025419.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029984.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031526.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028046.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025389.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025856.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031829.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028410.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031154.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029312.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033420.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030450.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033078.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031801.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033151.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029306.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026792.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032099.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027421.jpg,nv
